"","id_no","binomial","presence","origin","shape_Area","MSW3_ID","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","ForStrat.Value","ForStrat.Certainty","ForStrat.Comment","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","Activity.Source","Activity.Certainty","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","syn_name1","syn_name_sub1","syn_name2","syn_name_sub2","syn_name3","syn_name_sub3","syn_name4","syn_name_sub4","syn_name5","syn_name_sub5","syn_name6","syn_name_sub6"
"1673",9129,"Gerbillus hoogstraali",1,1,1.038385551,2139,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",35.83,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676",9132,"Gerbillus latastei",1,1,16.81369301,2144,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",39.55,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680",9135,"Gerbillus mesopotamiae",1,1,21.19026499,2164,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",20,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681",9099,"Gerbillus muriculus",1,1,0.043949265,2171,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",33.42,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682",9100,"Gerbillus nancillus",1,1,110.5144558,2138,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",35.94,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683",9136,"Gerbillus nanus",1,1,457.2878757,2172,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",25.5,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684",9137,"Gerbillus nigeriae",1,1,6.135467229,2153,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",29.7,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685",9138,"Gerbillus occiduus",1,1,1.068374362,2151,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",36.05,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687",9140,"Gerbillus perpallidus",1,1,2.331286226,2157,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",36.3,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688",9141,"Gerbillus poecilops",1,1,8.671099795,2163,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",31.5,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689",9142,"Gerbillus principulus",1,1,0.202383895,2170,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",36.05,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690",9143,"Gerbillus pulvinatus",1,1,2.800206944,2150,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",35.92,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691",9144,"Gerbillus pusillus",1,1,6.34745758,2166,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",12.6,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692",9145,"Gerbillus pyramidum",1,1,288.1305927,2155,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",46.29,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693",9101,"Gerbillus rosalinda",1,1,13.80907428,2154,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",33.89,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694",45053,"Gerbillus rupicola",1,1,3.57975399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698",9153,"Gerbillus tarabuli",1,1,562.3161294,2152,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",34.81,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699",9155,"Gerbillus watersi",1,1,5.172424739,2158,"Muridae",20,0,0,0,0,0,0,0,30,50,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",10.4,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700",9194,"Giraffa camelopardalis",1,3,0.010169235,5333,"Giraffidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",899994.8,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701",39553,"Glaucomys sabrinus",1,1,0.403809155,896,"Sciuridae",0,0,0,0,0,0,30,0,40,30,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",166,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702",9240,"Glaucomys volans",1,1,23.4090311,895,"Sciuridae",0,0,0,0,0,0,30,0,40,30,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",63.87,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703",44789,"Glauconycteris alboguttata",1,1,51.41471674,4533,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","A","A","",1,0,0,"Ref_1","ABC",8.42,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704",44790,"Glauconycteris argentata",1,1,325.6504714,4534,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","A","A","",1,0,0,"Ref_1","ABC",9.3,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705",44791,"Glauconycteris beatrix",1,1,0.157908651,4535,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","A","A","",1,0,0,"Ref_1","ABC",7.5,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706",44792,"Glauconycteris curryae",1,1,22.51850142,4536,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1","A","A","",1,0,0,"Ref_1","ABC",8.11,"Ref_2, Ref_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707",44793,"Glauconycteris egeria",1,1,31.42898073,4543,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","A","A","",1,0,0,"Ref_1","ABC",8.42,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708",44794,"Glauconycteris gleni",1,1,0.025408238,4537,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","A","A","",1,0,0,"Ref_1","ABC",10.81,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709",44795,"Glauconycteris humeralis",1,1,31.03400653,4532,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1","A","A","",1,0,0,"Ref_1","ABC",5.49,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710",44796,"Glauconycteris kenyacola",1,1,0.025408238,4538,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","A","A","",1,0,0,"Ref_1","ABC",7.17,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711",44797,"Glauconycteris machadoi",1,1,0.025408238,4539,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1","A","A","",1,0,0,"Ref_1","ABC",8.11,"Ref_2, Ref_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712",44798,"Glauconycteris poensis",1,1,0.552723722,4540,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","A","A","",1,0,0,"Ref_1","ABC",6.91,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713",44799,"Glauconycteris superba",1,1,0.025408238,4541,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","A","A","",1,0,0,"Ref_1","ABC",8.42,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714",44800,"Glauconycteris variegata",1,1,719.8732461,4542,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","A","A","",1,0,0,"Ref_1","ABC",11.25,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715",9245,"Glironia venusta",1,1,2.869849806,10,"Didelphidae",40,0,0,0,20,0,20,0,20,0,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",114,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716",9246,"Glirulus japonicus",1,1,0.02501578,1150,"Gliridae",30,0,0,0,20,0,30,0,20,0,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",62.99,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717",39316,"Glis glis",1,3,0.42337983,1151,"Gliridae",0,0,0,0,0,0,40,0,60,0,"Ref_1","ABC","Ar","A","",1,1,0,"Ref_1","ABC",128.09,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718",9247,"Glischropus javanus",1,1,0.05405291,4482,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","A","A","",1,0,0,"Ref_1","ABC",5.91,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719",9248,"Glischropus tylopus",1,1,59.56872823,4483,"Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","A","A","",1,0,0,"Ref_1","ABC",4.39,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720",9273,"Glossophaga commissarisi",1,1,236.7875572,4152,"Phyllostomidae",40,0,0,0,0,0,30,30,0,0,"Ref_1","ABC","Ar","B","generalist",1,0,0,"Ref_1","ABC",8.9,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721",9274,"Glossophaga leachii",1,1,40.56918425,4149,"Phyllostomidae",40,0,0,0,0,0,30,30,0,0,"Ref_1","ABC","Ar","B","generalist",1,0,0,"Ref_1","ABC",10.1,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722",9275,"Glossophaga longirostris",1,1,127.9510144,4148,"Phyllostomidae",40,0,0,0,0,0,30,30,0,0,"Ref_1","ABC","Ar","B","generalist",1,0,0,"Ref_1","ABC",11.92,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723",9276,"Glossophaga morenoi",1,1,27.87944963,4150,"Phyllostomidae",40,0,0,0,0,0,30,30,0,0,"Ref_1","ABC","Ar","B","generalist",1,0,0,"Ref_1","ABC",8.4,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724",9277,"Glossophaga soricina",1,1,0.941049285,4151,"Phyllostomidae",40,0,0,0,0,0,30,30,0,0,"Ref_1","ABC","Ar","B","generalist",1,0,0,"Ref_1","ABC",9.43,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725",13375,"Glyphonycteris behnii",1,1,86.65871666,4038,"Phyllostomidae",80,0,0,0,0,0,20,0,0,0,"Ref_1","ABC","S","B","surface vs. scansorial unknown",1,0,0,"Ref_1","ABC",11.32,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726",13377,"Glyphonycteris daviesi",1,1,380.1508937,4039,"Phyllostomidae",80,0,0,0,0,0,20,0,0,0,"Ref_1","ABC","S","B","surface vs. scansorial unknown",1,0,0,"Ref_1","ABC",18.61,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727",13384,"Glyphonycteris sylvestris",1,1,6.141493535,4040,"Phyllostomidae",80,0,0,0,0,0,20,0,0,0,"Ref_1","ABC","S","B","surface vs. scansorial unknown",1,0,0,"Ref_1","ABC",8.91,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728",9283,"Glyphotes simus",1,1,1.609857235,976,"Sciuridae",10,0,0,0,0,0,20,0,50,20,"Ref_3","D2","Ar","A","",0,0,1,"Ref_1","ABC",50,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729",9303,"Golunda ellioti",1,1,244.311113,2339,"Muridae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",60.88,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730",39994,"Gorilla beringei",1,1,0.021955382,832,"Hominidae",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",149325.19,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731",9404,"Gorilla gorilla",1,1,56.2589593,831,"Hominidae",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",131625.52,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732",9416,"Gracilinanus aceramarcae",1,1,2.134818262,23,"Didelphidae",50,0,0,0,0,0,30,20,0,0,"Ref_1","ABC","S","A","",1,1,0,"Ref_1","ABC",20.5,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733",9417,"Gracilinanus agilis",1,1,304.4853129,25,"Didelphidae",50,0,0,0,0,0,30,20,0,0,"Ref_1","ABC","S","A","",1,1,0,"Ref_1","ABC",22,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734",9418,"Gracilinanus dryas",1,1,0.101478581,22,"Didelphidae",50,0,0,0,0,0,30,20,0,0,"Ref_1","ABC","S","A","",1,1,0,"Ref_1","ABC",18,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735",9419,"Gracilinanus emiliae",1,1,0.495920581,19,"Didelphidae",50,0,0,0,0,0,30,20,0,0,"Ref_1","ABC","S","A","",1,1,0,"Ref_1","ABC",7.6,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736",9420,"Gracilinanus marica",1,1,0.411163687,21,"Didelphidae",50,0,0,0,0,0,30,20,0,0,"Ref_1","ABC","S","A","",1,1,0,"Ref_1","ABC",23.8,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737",9421,"Gracilinanus microtarsus",1,1,0.10711656,20,"Didelphidae",50,0,0,0,0,0,30,20,0,0,"Ref_1","ABC","S","A","",1,1,0,"Ref_1","ABC",31,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738",9450,"Grammomys aridulus",1,1,2.12146827,2340,"Muridae",10,0,0,0,0,0,20,0,20,50,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",46.77,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739",9451,"Grammomys buntingi",1,1,14.26989863,2342,"Muridae",10,0,0,0,0,0,20,0,20,50,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",46.76,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740",9452,"Grammomys caniceps",1,1,0.013392045,2343,"Muridae",10,0,0,0,0,0,20,0,20,50,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",46.77,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741",9453,"Grammomys cometes",1,1,30.58743589,2344,"Muridae",10,0,0,0,0,0,20,0,20,50,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",48.5,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742",9454,"Grammomys dolichurus",1,1,271.4218284,2345,"Muridae",10,0,0,0,0,0,20,0,20,50,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",41.18,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743",9455,"Grammomys dryas",1,1,0.56907123,2346,"Muridae",10,0,0,0,0,0,20,0,20,50,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",47.48,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744",9456,"Grammomys gigas",1,1,0.15534431,2351,"Muridae",10,0,0,0,0,0,20,0,20,50,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",47.05,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745",9457,"Grammomys ibeanus",1,1,5.86776075,2347,"Muridae",10,0,0,0,0,0,20,0,20,50,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",41.2,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746",9460,"Grammomys kuru",1,1,108.6429375,2341,"Muridae",10,0,0,0,0,0,20,0,20,50,"Ref_2","D1","Ar","A","",1,0,0,"Ref_1","ABC",46.67,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747",9458,"Grammomys macmillani",1,1,2.722051745,2348,"Muridae",10,0,0,0,0,0,20,0,20,50,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",36,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748",9459,"Grammomys minnae",1,1,0.892681435,2349,"Muridae",10,0,0,0,0,0,20,0,20,50,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",36,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749",136225,"Graomys centralis",1,1,1.105417356,1765,"Cricetidae",0,0,0,0,0,0,30,0,30,40,"Ref_2","D1","S","A","",1,0,0,"Ref_3","D2",65.28,"Ref_2, Ref_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750",9465,"Graomys domorum",1,1,8.864947695,1768,"Cricetidae",0,0,0,0,0,0,30,0,30,40,"Ref_1","ABC","S","A","",1,0,0,"Ref_3","D2",102,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751",9466,"Graomys edithae",1,1,0.037626595,1766,"Cricetidae",0,0,0,0,0,0,30,0,30,40,"Ref_1","ABC","S","A","",1,0,0,"Ref_3","D2",40.4,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752",9467,"Graomys griseoflavus",1,1,0.00021129,1767,"Cricetidae",0,0,0,0,0,0,30,0,30,40,"Ref_1","ABC","S","A","",1,0,0,"Ref_3","D2",67.5,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753",44915,"Graphiurus angolensis",1,1,10.80098851,1133,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_2","D1","S","A","",1,0,0,"Ref_2","D1",23.96,"Ref_2, Ref_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754",9480,"Graphiurus christyi",1,1,32.03808115,1132,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",23.83,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755",9481,"Graphiurus crassicaudatus",1,1,27.12179447,1137,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",38.22,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1756",44928,"Graphiurus johnstoni",1,1,0.616779175,1131,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_2","D1","S","A","",1,0,0,"Ref_2","D1",23.96,"Ref_2, Ref_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757",9483,"Graphiurus kelleni",1,1,32.60863843,1130,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",10.5,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758",9484,"Graphiurus lorraineus",1,1,47.90275526,1124,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",27,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759",9485,"Graphiurus microtis",1,1,248.3866917,1134,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",25.18,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760",9486,"Graphiurus monardi",1,1,2.488862149,1135,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",25.05,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761",9487,"Graphiurus murinus",1,1,6.349559115,1129,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",19.08,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762",44916,"Graphiurus nagtglasii",1,1,34.79063392,1136,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",30,"Ref_58",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763",9488,"Graphiurus ocularis",1,1,30.98308298,1128,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",30.3,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764",9491,"Graphiurus platyops",1,1,1.22943616,1127,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",46.1,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765",9492,"Graphiurus rupicola",1,1,2.068319266,1126,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",24.53,"Ref_178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766",9493,"Graphiurus surdus",1,1,5.594596455,1125,"Gliridae",20,20,0,0,20,0,20,0,20,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",20.01,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767",9561,"Gulo gulo",1,1,19.48722537,4988,"Mustelidae",0,20,0,0,20,40,20,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",17012.56,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768",9564,"Gymnobelideus leadbeateri",1,1,0.306302215,251,"Petauridae",50,0,0,0,0,0,0,50,0,0,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",127,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769",9581,"Gymnuromys roberti",1,1,6.657380316,1320,"Nesomyidae",20,0,0,0,0,0,30,0,40,10,"Ref_3","D2","G","A","",1,0,0,"Ref_1","ABC",97.5,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770",9608,"Habromys chinanteco",1,1,0.001870902,1521,"Cricetidae",50,0,0,0,0,10,20,0,20,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_3","D2",40,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771",136683,"Habromys delicatulus",1,1,0.001579128,1525,"Cricetidae",50,0,0,0,0,10,20,0,20,0,"Ref_2","D1","G","A","",1,0,0,"Ref_3","D2",48.29,"Ref_2, Ref_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772",136582,"Habromys ixtlani",1,1,0.00784064,1524,"Cricetidae",50,0,0,0,0,10,20,0,20,0,"Ref_2","D1","G","A","",1,0,0,"Ref_3","D2",48.29,"Ref_2, Ref_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773",9609,"Habromys lepturus",1,1,0.008061738,1522,"Cricetidae",50,0,0,0,0,10,20,0,20,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_3","D2",85,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774",9610,"Habromys lophurus",1,1,0.005108142,1523,"Cricetidae",50,0,0,0,0,10,20,0,20,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_3","D2",40,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775",136616,"Habromys schmidlyi",1,1,0.00773491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776",9611,"Habromys simulatus",1,1,0.125413257,1520,"Cricetidae",50,0,0,0,0,10,20,0,20,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_3","D2",40,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777",9618,"Hadromys humei",1,1,0.0290239,2352,"Muridae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,0,0,"Ref_3","D2",59,"Ref_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
