MSW3_ID,MSWFamilyLatin,Scientific,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Source,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,ForStrat-Comment,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Source,Activity-Certainty,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel
4207,Emballonuridae,Cyttarops alecto,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,5.3,Ref_117,1
4208,Emballonuridae,Diclidurus albus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,15.6,Ref_117,1
4209,Emballonuridae,Diclidurus ingens,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,123,Ref_117,1
4210,Emballonuridae,Diclidurus scutatus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,13.25,Ref_117,1
4211,Emballonuridae,Diclidurus isabellus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,14,Ref_117,1
4212,Emballonuridae,Emballonura serii,80,0,0,0,0,0,20,0,0,0,Ref_2,D1,A,A,,0,1,1,Ref_1,ABC,5.75,Ref_136,1
4213,Emballonuridae,Emballonura alecto,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,A,A,,0,1,1,Ref_1,ABC,5.25,Ref_117,1
4214,Emballonuridae,Emballonura atrata,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,A,A,,0,1,1,Ref_1,ABC,4.55,Ref_58,1
4215,Emballonuridae,Emballonura beccarii,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,A,A,,0,1,1,Ref_1,ABC,4.2,Ref_117,1
4216,Emballonuridae,Emballonura dianae,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,A,A,,0,1,1,Ref_1,ABC,7.97,Ref_117,1
4217,Emballonuridae,Emballonura furax,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,A,A,,0,1,1,Ref_1,ABC,11.15,Ref_117,1
4218,Emballonuridae,Emballonura monticola,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,A,A,,0,1,1,Ref_1,ABC,5.68,Ref_117,1
4219,Emballonuridae,Emballonura semicaudata,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,A,A,,0,1,1,Ref_1,ABC,6.3,Ref_117,1
4220,Emballonuridae,Emballonura raffrayana,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,A,A,,0,1,1,Ref_1,ABC,5.6,Ref_117,1
4221,Emballonuridae,Mosia nigrescens,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,3.25,Ref_117,1
4222,Emballonuridae,Peropteryx kappleri,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,9.42,Ref_117,1
4223,Emballonuridae,Peropteryx macrotis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,5.42,Ref_117,1
4224,Emballonuridae,Peropteryx trinitatis,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,4.19,Ref_58,1
4225,Emballonuridae,Peropteryx leucoptera,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,6,Ref_117,1
4226,Emballonuridae,Rhynchonycteris naso,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,3.83,Ref_117,1
4227,Emballonuridae,Saccopteryx leptura,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,1,0,Ref_1,ABC,4.72,Ref_117,1
4228,Emballonuridae,Saccopteryx antioquensis,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,1,0,Ref_1,ABC,4.72,"Ref_2, Ref_3",0
4229,Emballonuridae,Saccopteryx bilineata,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,1,0,Ref_1,ABC,7.8,Ref_117,1
4230,Emballonuridae,Saccopteryx canescens,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,1,0,Ref_1,ABC,3.38,Ref_117,1
4231,Emballonuridae,Saccopteryx gymnura,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,1,0,Ref_1,ABC,4,Ref_117,1
4232,Nycteridae,Nycteris aurita,60,20,20,0,0,0,0,0,0,0,Ref_2,D1,A,B,some may also glean,1,0,0,Ref_1,ABC,11.86,"Ref_2, Ref_3",0
4233,Nycteridae,Nycteris madagascariensis,60,20,20,0,0,0,0,0,0,0,Ref_2,D1,A,B,some may also glean,1,0,0,Ref_1,ABC,17.69,Ref_58,1
4234,Nycteridae,Nycteris grandis,40,30,20,10,0,0,0,0,0,0,Ref_1,ABC,A,B,some may also glean,1,0,0,Ref_1,ABC,30.16,Ref_117,1
4235,Nycteridae,Nycteris arge,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,A,B,some may also glean,1,0,0,Ref_1,ABC,11.95,Ref_117,1
4236,Nycteridae,Nycteris gambiensis,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,A,B,some may also glean,1,0,0,Ref_1,ABC,6.95,Ref_117,1
4237,Nycteridae,Nycteris hispida,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,A,B,some may also glean,1,0,0,Ref_1,ABC,8.63,Ref_117,1
4238,Nycteridae,Nycteris intermedia,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,A,B,some may also glean,1,0,0,Ref_1,ABC,10.65,Ref_117,1
4239,Nycteridae,Nycteris macrotis,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,A,B,some may also glean,1,0,0,Ref_1,ABC,14.46,Ref_117,1
4240,Nycteridae,Nycteris major,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,A,B,some may also glean,1,0,0,Ref_1,ABC,11.21,Ref_178,2
4241,Nycteridae,Nycteris nana,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,A,B,some may also glean,1,0,0,Ref_1,ABC,6.95,Ref_117,1
4242,Nycteridae,Nycteris parisii,60,20,20,0,0,0,0,0,0,0,Ref_2,D1,A,B,some may also glean,1,0,0,Ref_1,ABC,11.86,"Ref_2, Ref_3",0
4243,Nycteridae,Nycteris thebaica,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,A,B,some may also glean,1,0,0,Ref_1,ABC,9.81,Ref_117,1
4244,Nycteridae,Nycteris tragata,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,A,B,some may also glean,1,0,0,Ref_1,ABC,14.4,Ref_117,1
4245,Nycteridae,Nycteris vinsoni,60,20,20,0,0,0,0,0,0,0,Ref_2,D1,A,B,some may also glean,1,0,0,Ref_1,ABC,11.86,"Ref_2, Ref_3",0
4246,Nycteridae,Nycteris woodi,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,A,B,some may also glean,1,0,0,Ref_1,ABC,7.55,Ref_117,1
4247,Nycteridae,Nycteris javanica,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,A,B,some may also glean,1,0,0,Ref_1,ABC,17.7,Ref_117,1
4248,Myzopodidae,Myzopoda aurita,0,0,0,0,0,0,0,0,0,0,Ref_3,D2,A,A,,1,0,0,Ref_1,ABC,9.1,Ref_58,1
4249,Mystacinidae,Mystacina robusta,0,0,0,0,0,0,0,0,0,0,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,27.25,Ref_117,1
4250,Mystacinidae,Mystacina tuberculata,0,0,0,0,0,0,0,0,0,0,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,12.6,Ref_117,1
4251,Molossidae,Mops trevori,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,18.65,Ref_178,2
4252,Molossidae,Mops mops,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,30.95,Ref_117,1
4253,Molossidae,Mops sarasinorum,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,24.17,"Ref_2, Ref_3",0
4254,Molossidae,Mops niveiventer,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,21.7,Ref_117,1
4255,Molossidae,Mops niangarae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,18.65,Ref_178,2
4256,Molossidae,Mops demonstrator,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,18.65,Ref_178,2
4257,Molossidae,Mops congicus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,42.95,Ref_117,1
4258,Molossidae,Mops leucostigma,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,26.79,Ref_58,1
4259,Molossidae,Mops midas,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,45.22,Ref_117,1
4260,Molossidae,Mops condylurus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,28.37,Ref_117,1
4261,Molossidae,Mops petersoni,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,18.65,Ref_178,2
4262,Molossidae,Mops spurrelli,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,8.08,Ref_58,1
4263,Molossidae,Mops thersites,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,22,Ref_117,1
4264,Molossidae,Mops nanulus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,18.65,Ref_178,2
4265,Molossidae,Mops brachypterus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,16,Ref_117,1
4266,Molossidae,Chaerephon bemmeleni,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,19,Ref_117,1
4267,Molossidae,Chaerephon solomonis,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,14.53,"Ref_2, Ref_3",0
4268,Molossidae,Chaerephon ansorgei,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,16.14,Ref_117,1
4269,Molossidae,Chaerephon jobensis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,16.89,Ref_117,1
4270,Molossidae,Chaerephon bivittatus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,15.42,Ref_58,1
4271,Molossidae,Chaerephon bregullae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,14.53,"Ref_2, Ref_3",0
4272,Molossidae,Chaerephon chapini,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,10,Ref_117,1
4273,Molossidae,Chaerephon gallagheri,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,18.65,Ref_178,2
4274,Molossidae,Chaerephon leucogaster,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,12.5,Ref_129,1
4275,Molossidae,Chaerephon nigeriae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,19.8,Ref_117,1
4276,Molossidae,Chaerephon plicatus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,21.83,Ref_58,1
4277,Molossidae,Chaerephon pumilus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,10.98,Ref_58,1
4278,Molossidae,Chaerephon shortridgei,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,14.53,"Ref_2, Ref_3",0
4279,Molossidae,Chaerephon tomensis,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,7.48,Ref_58,1
4280,Molossidae,Chaerephon aloysiisabaudiae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,14.53,"Ref_2, Ref_3",0
4281,Molossidae,Chaerephon johorensis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,18.65,Ref_178,2
4282,Molossidae,Chaerephon russatus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,16.98,Ref_58,1
4283,Molossidae,Chaerephon major,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,14.75,Ref_117,1
4284,Molossidae,Cheiromeles torquatus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,163.5,Ref_117,1
4285,Molossidae,Cheiromeles parvidens,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,163.5,"Ref_2, Ref_3",0
4286,Molossidae,Cynomops abrasus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,35.39,Ref_58,1
4287,Molossidae,Cynomops greenhalli,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,15.87,Ref_58,1
4288,Molossidae,Cynomops mexicanus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,17.21,"Ref_2, Ref_3",0
4289,Molossidae,Cynomops paranus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,12.16,Ref_58,1
4290,Molossidae,Cynomops planirostris,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,12.84,Ref_58,1
4291,Molossidae,Eumops dabbenei,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,104.35,Ref_117,1
4292,Molossidae,Eumops bonariensis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,11.9,Ref_117,1
4293,Molossidae,Eumops trumbulli,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,34.01,"Ref_2, Ref_3",0
4294,Molossidae,Eumops glaucinus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,35.38,Ref_117,1
4295,Molossidae,Eumops hansae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,15.05,Ref_117,1
4296,Molossidae,Eumops maurus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,29.38,Ref_178,2
4297,Molossidae,Eumops patagonicus,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,34.01,"Ref_2, Ref_3",0
4298,Molossidae,Eumops perotis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,51.13,Ref_117,1
4299,Molossidae,Eumops underwoodi,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,54.7,Ref_117,1
4300,Molossidae,Eumops auripendulus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,28.45,Ref_117,1
4301,Molossidae,Molossops temminckii,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,5.9,Ref_117,1
4302,Molossidae,Molossops neglectus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,11,Ref_117,1
4303,Molossidae,Molossops aequatorianus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,14.51,Ref_178,2
4304,Molossidae,Molossops mattogrossensis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,6.83,Ref_117,1
4305,Molossidae,Molossus currentium,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,17.79,Ref_58,1
4306,Molossidae,Molossus sinaloae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,22.58,Ref_117,1
4307,Molossidae,Molossus rufus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,25,Ref_134,1
4308,Molossidae,Molossus molossus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,13.58,Ref_117,1
4309,Molossidae,Molossus coibensis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,18.73,"Ref_2, Ref_3",0
4310,Molossidae,Molossus barnesi,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,14.8,Ref_160,1
4311,Molossidae,Molossus aztecus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,14.86,Ref_58,1
4312,Molossidae,Molossus pretiosus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,27,Ref_117,1
4313,Molossidae,Mormopterus jugularis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,11.5,Ref_117,1
4314,Molossidae,Mormopterus phrudus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,13.44,Ref_178,2
4315,Molossidae,Mormopterus norfolkensis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,8,Ref_117,1
4316,Molossidae,Mormopterus minutus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,13.44,Ref_178,2
4317,Molossidae,Mormopterus loriae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,7,Ref_58,1
4318,Molossidae,Mormopterus kalinowskii,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,13.44,Ref_178,2
4319,Molossidae,Mormopterus acetabulosus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,11,Ref_129,1
4320,Molossidae,Mormopterus beccarii,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,14.85,Ref_117,1
4321,Molossidae,Mormopterus doriae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,12.5,Ref_178,2
4322,Molossidae,Mormopterus planiceps,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,8.8,Ref_117,1
4323,Molossidae,Myopterus daubentonii,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,23.62,Ref_178,2
4324,Molossidae,Myopterus whitleyi,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,11.5,Ref_117,1
4325,Molossidae,Nyctinomops macrotis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,18.4,Ref_117,1
4326,Molossidae,Nyctinomops aurispinosus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,17.95,Ref_117,1
4327,Molossidae,Nyctinomops femorosaccus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,14.63,Ref_117,1
4328,Molossidae,Nyctinomops laticaudatus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,12.22,Ref_117,1
4329,Molossidae,Otomops formosus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,21.4,Ref_178,2
4330,Molossidae,Otomops wroughtoni,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,21.4,Ref_178,2
4331,Molossidae,Otomops papuensis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,16.5,Ref_117,1
4332,Molossidae,Otomops martiensseni,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,34.3,Ref_117,1
4333,Molossidae,Otomops secundus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,21.4,Ref_178,2
4334,Molossidae,Otomops johnstonei,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,24.19,"Ref_2, Ref_3",0
4335,Molossidae,Otomops madagascariensis,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,25,Ref_129,1
4336,Molossidae,Platymops setiger,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,13,Ref_118,1
4337,Molossidae,Promops centralis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,26.37,Ref_117,1
4338,Molossidae,Promops nasutus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,15.2,Ref_117,1
4339,Molossidae,Sauromys petrophilus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,14.25,Ref_58,1
4340,Molossidae,Tadarida teniotis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,27.04,Ref_117,1
4341,Molossidae,Tadarida ventralis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,23.62,Ref_178,2
4342,Molossidae,Tadarida latouchei,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,23.55,"Ref_2, Ref_3",0
4343,Molossidae,Tadarida lobata,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,23.62,Ref_178,2
4344,Molossidae,Tadarida kuboriensis,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,26.8,Ref_58,1
4345,Molossidae,Tadarida aegyptiaca,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,16.78,Ref_117,1
4346,Molossidae,Tadarida australis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,31.8,Ref_117,1
4347,Molossidae,Tadarida brasiliensis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,12.49,Ref_117,1
4348,Molossidae,Tadarida fulminans,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,35.28,Ref_117,1
4349,Molossidae,Tadarida insignis,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,23.55,"Ref_2, Ref_3",0
4350,Molossidae,Tomopeas ravus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,2.54,Ref_174,1
4351,Vespertilionidae,Eptesicus furinalis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,7.74,Ref_117,1
4352,Vespertilionidae,Eptesicus dimissus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,13.03,Ref_58,1
4353,Vespertilionidae,Eptesicus fuscus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,16.46,Ref_117,1
4354,Vespertilionidae,Eptesicus diminutus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,6,Ref_117,1
4355,Vespertilionidae,Eptesicus chiriquinus,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,11.25,Ref_119,1
4356,Vespertilionidae,Eptesicus brasiliensis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,9.47,Ref_117,1
4357,Vespertilionidae,Eptesicus bottae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,14.23,Ref_117,1
4358,Vespertilionidae,Eptesicus matroka,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,6.57,Ref_58,1
4359,Vespertilionidae,Eptesicus andinus,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,10.96,"Ref_2, Ref_3",0
4360,Vespertilionidae,Eptesicus tatei,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,11.42,Ref_178,2
4361,Vespertilionidae,Eptesicus japonensis,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,10.96,"Ref_2, Ref_3",0
4362,Vespertilionidae,Eptesicus nasutus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,7.91,Ref_117,1
4363,Vespertilionidae,Eptesicus nilssonii,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,10.72,Ref_58,1
4364,Vespertilionidae,Eptesicus pachyotis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,8.28,Ref_117,1
4365,Vespertilionidae,Eptesicus platyops,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,11.42,Ref_178,2
4366,Vespertilionidae,Eptesicus serotinus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,22.86,Ref_117,1
4367,Vespertilionidae,Eptesicus bobrinskoi,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,7.55,Ref_117,1
4368,Vespertilionidae,Eptesicus gobiensis,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,A,A,,1,0,0,Ref_1,ABC,10.96,"Ref_2, Ref_3",0
4369,Vespertilionidae,Eptesicus innoxius,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,A,A,,1,0,0,Ref_1,ABC,8.86,Ref_178,2
