"","id_no","binomial","presence","origin","shape_Area","class","order","family","genus","species","subspecies","common_name","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","egg_mass_g","incubation_d","fledging_age_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","egg_width_mm","egg_length_mm","fledging_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d","syn_name1","syn_name_sub1","syn_name2","syn_name_sub2","syn_name3","syn_name_sub3","syn_name4","syn_name_sub4","syn_name5","syn_name_sub5","syn_name6","syn_name_sub6"
"605",4112,"Centronycteris maximiliani",1,1,461.6871856,"Mammalia","Chiroptera","Emballonuridae","Centronycteris","maximiliani",-999,"Shaggy Bat",-999,0.98,-999,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.9,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",4133,"Centurio senex",1,1,174.5319439,"Mammalia","Chiroptera","Phyllostomidae","Centurio","senex",-999,"Wrinkle-faced Bat",-999,0.995,-999,23.09,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.8,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",4137,"Cephalophus adersi",1,3,8.69e-05,"Mammalia","Artiodactyla","Bovidae","Cephalophus","adersi",-999,"Aders' Duiker",-999,1,1.37,10000,15.2,166.485,-999,1877.445,-999,-999,-999,-999,15,-999,0.643394935,-999,-999,-999,-999,-999,-999,78.614,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",4138,"Cephalophus callipygus",1,1,60.64344929,"Mammalia","Artiodactyla","Bovidae","Cephalophus","callipygus",-999,"Peters' Duiker",-999,-999,-999,19079.23,-999,-999,-999,2800,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,101.428,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",4139,"Cephalophus dorsalis",1,1,49.37776141,"Mammalia","Artiodactyla","Bovidae","Cephalophus","dorsalis",-999,"Bay Duier",578,1,-999,11600,17.5,236,-999,1610,-999,-999,-999,-999,17.08,-999,-999,-999,-999,-999,-999,-999,-999,84.999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",4140,"Cephalophus jentinki",1,1,0.01338252,"Mammalia","Artiodactyla","Bovidae","Cephalophus","jentinki",-999,"Jentink's Duiker",-999,1,-999,69244.92,21.29166667,-999,-999,4581.46,-999,-999,-999,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,134.999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",4141,"Cephalophus leucogaster",1,1,100.3473574,"Mammalia","Artiodactyla","Bovidae","Cephalophus","leucogaster",-999,"White-bellied Duiker",-999,1,-999,12954.345,5.33,-999,-999,-999,-999,-999,-999,-999,5.3275,-999,-999,-999,-999,-999,-999,-999,-999,93.932,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",4144,"Cephalophus natalensis",1,1,76.16813993,"Mammalia","Artiodactyla","Bovidae","Cephalophus","natalensis",-999,"Red Duiker",-999,1,1.37,10000,15.2,212.97,-999,954.89,-999,-999,-999,-999,15.14166667,-999,0.643394935,-999,-999,-999,-999,-999,-999,78.614,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",4145,"Cephalophus niger",1,1,62.36148564,"Mammalia","Artiodactyla","Bovidae","Cephalophus","niger",-999,"Black Duiker",-999,1,-999,18100,14.8,127.8312,89.49,1940,-999,-999,-999,-999,14.55833333,-999,-999,-999,-999,-999,-999,-999,-999,104.18,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",4146,"Cephalophus nigrifrons",1,1,0.470124425,"Mammalia","Artiodactyla","Bovidae","Cephalophus","nigrifrons",-999,"Black-fronted Duiker",-999,-999,-999,13900,19.7,-999,-999,-999,-999,-999,-999,-999,19.66666667,-999,-999,-999,-999,-999,-999,-999,-999,94.421,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",4148,"Cephalophus ogilbyi",1,1,24.44437207,"Mammalia","Artiodactyla","Bovidae","Cephalophus","ogilbyi",-999,"Ogilby's Duiker",-999,1,-999,19193.21,-999,121.702,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",4149,"Cephalophus rufilatus",1,1,240.9150872,"Mammalia","Artiodactyla","Bovidae","Cephalophus","rufilatus",-999,"Red-flanked Duiker",419.40808,1,-999,12500,15.2,233.99,85.59,965,-999,-999,-999,-999,15.14166667,270,-999,-999,-999,-999,-999,-999,-999,65,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",4150,"Cephalophus silvicultor",1,1,503.8900755,"Mammalia","Artiodactyla","Bovidae","Cephalophus","silvicultor",-999,"Yellow-backed Duiker",-999,1,1,62006.6,22.5,165.26748,38,2400,20512.5,-999,-999,-999,22.45833333,-999,0.837782341,-999,-999,-999,-999,-999,-999,161.238,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",4151,"Cephalophus spadix",1,1,0.003684285,"Mammalia","Artiodactyla","Bovidae","Cephalophus","spadix",-999,"Abbott's Duiker",-999,-999,-999,56857.02,5.42,-999,-999,-999,-999,-999,-999,-999,5.414166667,-999,-999,-999,-999,-999,-999,-999,-999,117.448,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",4152,"Cephalophus weynsi",1,1,0.53922909,"Mammalia","Artiodactyla","Bovidae","Cephalophus","weynsi",-999,"Weyns's Duiker",-999,1,1.37,10000,15.25,212.97,-999,954.89,-999,-999,-999,-999,15.2,-999,0.643394935,-999,-999,-999,-999,-999,-999,78.614,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",4153,"Cephalophus zebra",1,1,11.09234504,"Mammalia","Artiodactyla","Bovidae","Cephalophus","zebra",-999,"Zebra Duiker",-999,1,-999,15654.75,12.17,225.62346,13.64,1706.245,-999,-999,-999,-999,12.15583333,-999,-999,-999,-999,-999,-999,-999,-999,87.499,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",4185,"Ceratotherium simum",1,3,62.76484434,"Mammalia","Perissodactyla","Rhinocerotidae","Ceratotherium","simum",-999,"White Rhinoceros",2026.12452,1,0.42,2230000,50,515,365,51166.67,274482.35,-999,-999,-999,45,1643,2.705338809,-999,-999,-999,-999,-999,-999,339.3405,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",4192,"Cercartetus caudatus",1,1,1.225135392,"Mammalia","Diprotodontia","Burramyidae","Cercartetus","caudatus",-999,"Long-tailed Pygmy Possum",464.04,2.37,2,23.05,3.2,-999,76.04,-999,8.97,-999,-999,-999,3.2,-999,0.501026694,-999,-999,-999,-999,-999,-999,10.8985,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",40576,"Cercartetus concinnus",1,1,20.41020436,"Mammalia","Diprotodontia","Burramyidae","Cercartetus","concinnus",-999,"Southwestern Pygmy Possum",358.48,4.3,1.5,40,10.31666667,52.14,56,0.01,7.155,-999,-999,-999,8,190,0.334017796,-999,-999,17,-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",40577,"Cercartetus lepidus",1,1,0.019055987,"Mammalia","Diprotodontia","Burramyidae","Cercartetus","lepidus",-999,"Tasmanian Pygmy Possum",-999,3.665,1.55,10.015,-999,-999,89.99,-999,-999,-999,-999,-999,-999,-999,0.999315537,9,8.4,8.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,91.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",40578,"Cercartetus nanus",1,1,3.18e-05,"Mammalia","Diprotodontia","Burramyidae","Cercartetus","nanus",-999,"Eastern Pygmy Possum",191.9,3.98,2,60,10.31666667,-999,62.25,0.0149,7.155,-999,-999,-999,9.15,190,0.320670773,-999,-999,64.8,-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",136615,"Cercocebus agilis",1,1,85.65126472,"Mammalia","Primates","Cercopithecidae","Cercocebus","agilis",-999,"Agile Mangabey",1535.9868,1,0.95,7775,46,169.86298,365.232,-999,2170,-999,-999,-999,24,-999,1.22019165,5700,9750,-999,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",4205,"Cercocebus atys",1,1,9.120202129,"Mammalia","Primates","Cercopithecidae","Cercocebus","atys",-999,"Sooty Mangabey",1318.86,1.005,1,8778,46,167,-999,527.17,-999,-999,-999,-999,27,-999,1.189185489,6066.5,11428,-999,-999,-999,-999,77.4,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",4207,"Cercocebus chrysogaster",1,1,18.74662491,"Mammalia","Primates","Cercopithecidae","Cercocebus","chrysogaster",-999,"Golden-bellied Mangabey",1535.9868,1,0.95,7775,46,169.86298,365.232,-999,2170,-999,-999,-999,23.04166667,-999,1.22019165,5700,9750,-999,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",4200,"Cercocebus galeritus",1,1,0.016442113,"Mammalia","Primates","Cercopithecidae","Cercocebus","galeritus",-999,"Tana River Mangabey",2502.31972,1.005,-999,7066.5,21,176.2403,365.232,-999,2170,-999,-999,-999,19,-999,-999,5100,9033,-999,-999,-999,-999,69.9,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",4203,"Cercocebus sanjei",1,1,0.009030896,"Mammalia","Primates","Cercopithecidae","Cercocebus","sanjei",-999,"Sanje Mangabey",2502.31972,1.005,-999,7066.5,21,176.2403,365.232,-999,2170,-999,-999,-999,19,-999,-999,5100,9033,-999,-999,-999,-999,69.9,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",4201,"Cercocebus torquatus",1,1,23.3826157,"Mammalia","Primates","Cercopithecidae","Cercocebus","torquatus",-999,"Collared Mangabey",1145.93,1,0.95,8789,46,167.99,-999,-999,-999,-999,-999,-999,30,-999,1.22019165,6066.5,11428,-999,-999,-999,-999,77.4,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",4212,"Cercopithecus ascanius",1,1,1.485621663,"Mammalia","Primates","Cercopithecidae","Cercopithecus","ascanius",-999,"Red-tailed Monkey",1684.59,1,0.52,3705,31.2,160.845,182,387.415,-999,-999,-999,-999,28.3,-999,1.968514716,3200,4624,-999,-999,-999,-999,44.499,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",4213,"Cercopithecus campbelli",1,1,22.89100843,"Mammalia","Primates","Cercopithecidae","Cercopithecus","campbelli",-999,"Campbell's Mona Monkey",1095,1,-999,3800,33,180.8,365,283,-999,-999,-999,-999,30,-999,-999,2563,4600,-999,-999,-999,-999,48.25,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",4214,"Cercopithecus cephus",1,1,63.34214422,"Mammalia","Primates","Cercopithecidae","Cercopithecus","cephus",-999,"Moustached Guenon",1521.9,1,0.4,3399.94,36,172,363.965,339,-999,-999,-999,-999,28.425,-999,2.247775496,2960,3750,-999,-999,-999,-999,52,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",4215,"Cercopithecus diana",1,1,11.152175,"Mammalia","Primates","Cercopithecidae","Cercopithecus","diana",-999,"Diana Monkey",1962.561,1,1,4550,37.3,-999,365,470.95,-999,-999,-999,-999,34.925,-999,0.999315537,3853,5433,-999,-999,-999,-999,47,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",4216,"Cercopithecus dryas",1,1,0.110614709,"Mammalia","Primates","Cercopithecidae","Cercopithecus","dryas",-999,"Dryas Monkey",1962.561,1.005,1,4454.455,37.3,-999,365,470.95,-999,-999,-999,-999,34.925,-999,0.999315537,3853,5433,-999,-999,-999,-999,47,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",4217,"Cercopithecus erythrogaster",1,1,0.793011768,"Mammalia","Primates","Cercopithecidae","Cercopithecus","erythrogaster",-999,"White-throated Guenon",1572.295,1,0.5,5256.91,31,172,-999,406,-999,-999,-999,-999,23,-999,1.968514716,5333.5,6895,-999,-999,-999,-999,50.374,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",4218,"Cercopithecus erythrotis",1,1,0.09517919,"Mammalia","Primates","Cercopithecidae","Cercopithecus","erythrotis",-999,"Red-eared Guenon",1521.9,1,0.4,3355,36,172,365,339,-999,-999,-999,-999,24.61666667,-999,2.247775496,2960,3750,-999,-999,-999,-999,47.75,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",4219,"Cercopithecus hamlyni",1,1,19.36733483,"Mammalia","Primates","Cercopithecidae","Cercopithecus","hamlyni",-999,"Hamlyn's Monkey",-999,-999,-999,4531.25,28.6,-999,-999,-999,-999,-999,-999,-999,28.525,-999,-999,3450,5825,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",4220,"Cercopithecus lhoesti",1,1,16.91505094,"Mammalia","Primates","Cercopithecidae","Cercopithecus","lhoesti",-999,"L'Hoest's Monkey",-999,1,0.875,4700,24.1,-999,-999,-999,-999,-999,-999,-999,20.02083333,-999,1.328473648,3475,5850,-999,-999,-999,-999,51,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",4221,"Cercopithecus mitis",1,1,0.016824252,"Mammalia","Primates","Cercopithecidae","Cercopithecus","mitis",-999,"Blue Monkey",1845.03032,1,0.5,6116.5,37.8,136.962,315.62132,391.65,-999,-999,-999,-999,27.1,1673,1.479466119,4210,6929,8648.7,-999,-999,-999,63.75,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",4222,"Cercopithecus mona",1,3,0.011920281,"Mammalia","Primates","Cercopithecidae","Cercopithecus","mona",-999,"Mona Monkey",-999,1,-999,4240.085,30.69166667,-999,-999,283,-999,-999,-999,-999,30,-999,-999,2500,5100,-999,-999,-999,-999,51,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",4223,"Cercopithecus neglectus",1,1,177.7933169,"Mammalia","Primates","Cercopithecidae","Cercopithecus","neglectus",-999,"De Brazza's Monkey",1611,1,1,5701,30.8,176.0035,395.334,260,1640,-999,-999,-999,28.5375,2555,1.299110198,4023,7379,-999,-999,-999,-999,51,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",4224,"Cercopithecus nictitans",1,1,78.5196945,"Mammalia","Primates","Cercopithecidae","Cercopithecus","nictitans",-999,"Greater spot-nosed Monkey",1572.295,1,0.5,5465,31,172,-999,406,-999,-999,-999,-999,23,-999,1.968514716,5333.5,6895,-999,-999,-999,-999,54.999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",4225,"Cercopithecus petaurista",1,1,18.35183356,"Mammalia","Primates","Cercopithecidae","Cercopithecus","petaurista",-999,"Lesser Spot-nosed Monkey",-999,1.02,-999,3650,29,-999,-999,-999,-999,-999,-999,-999,19,-999,-999,2832,4548,-999,-999,-999,-999,41,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",4226,"Cercopithecus pogonias",1,1,3.604954802,"Mammalia","Primates","Cercopithecidae","Cercopithecus","pogonias",-999,"Crested Mona Monkey",1684.59,1,0.5,3137,27,169.51,-999,339,-999,-999,-999,-999,24.1,-999,1.998631075,2813.5,3350,-999,-999,-999,-999,45.999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",4227,"Cercopithecus preussi",1,1,0.997099818,"Mammalia","Primates","Cercopithecidae","Cercopithecus","preussi",-999,"Preuss's Monkey",-999,1,0.875,4916.285,26.11666667,-999,-999,-999,-999,-999,-999,-999,24.07083333,-999,1.328473648,3475,5850,-999,-999,-999,-999,52.75,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",4229,"Cercopithecus sclateri",1,1,2.945173828,"Mammalia","Primates","Cercopithecidae","Cercopithecus","sclateri",-999,"Sclater's Guenon",1521.9,1.005,0.4,3304.99,36,172,365,339,-999,-999,-999,-999,23.80833333,-999,2.247775496,2960,3750,-999,-999,-999,-999,47.75,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",4230,"Cercopithecus solatus",1,1,0.985261121,"Mammalia","Primates","Cercopithecidae","Cercopithecus","solatus",-999,"Sun-tailed Monkey",1734.301,1.005,0.78,4588.455,18.05,-999,-999,-999,-999,-999,-999,-999,18.05,-999,1.498973306,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",4248,"Cerdocyon thous",1,1,2.881422698,"Mammalia","Carnivora","Canidae","Cerdocyon","thous",-999,"Crab-eating Fox",276.05452,4,1.9,5741.66,12.7,56.3066,90,140,-999,-999,-999,-999,11.5,274,0.665749487,-999,-999,5444,-999,-999,-999,67.403,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",136440,"Cerradomys andersoni",1,1,0.072526915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",4256,"Cervus albirostris",1,1,72.86878206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",41785,"Cervus elaphus",1,3,0.017727655,"Mammalia","Artiodactyla","Cervidae","Cervus","elaphus",-999,"Red Deer (see comments",852,1.035,0.905,160166.665,31.5,244.40108,156,9258.795,46900,-999,-999,-999,26.9,730,-999,-999,122000,67000,-999,-999,-999,213.672,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",41788,"Cervus nippon",1,3,0.044006905,"Mammalia","Artiodactyla","Cervidae","Cervus","nippon",-999,"Sika",518.12,1,1,52999.99,26.3,223.66,172.57212,4277.11,28590,-999,-999,-999,25.41833333,500,-999,-999,-999,-999,-999,-999,-999,130.0255,-999,-999,57,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",136547,"Chacodelphys formosa",1,1,0.039957461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",4305,"Chaerephon aloysiisabaudiae",1,1,79.79014916,"Mammalia","Chiroptera","Molossidae","Chaerephon","aloysiisabaudiae",-999,"Duke of Abruzzi's Free-tailed Bat",-999,-999,-999,19.54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",4306,"Chaerephon ansorgei",1,1,464.8093066,"Mammalia","Chiroptera","Molossidae","Chaerephon","ansorgei",-999,"Ansorge's Free-tailed Bat",-999,-999,-999,14.53,-999,68.43,72.83,-999,-999,-999,-999,-999,-999,-999,-999,15.77,16.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",4307,"Chaerephon bemmeleni",1,1,48.79899699,"Mammalia","Chiroptera","Molossidae","Chaerephon","bemmeleni",-999,"Gland-tailed Free-tailed Bat",-999,-999,-999,12.39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",4308,"Chaerephon bivittatus",1,1,156.2658622,"Mammalia","Chiroptera","Molossidae","Chaerephon","bivittatus",-999,"Spotted Free-tailed Bat",-999,1,-999,12.58,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",4309,"Chaerephon bregullae",1,1,3.38e-05,"Mammalia","Chiroptera","Molossidae","Chaerephon","bregullae",-999,"Fijian Mastiff Bat",-999,-999,-999,20.71,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",4310,"Chaerephon chapini",1,1,0.857546767,"Mammalia","Chiroptera","Molossidae","Chaerephon","chapini",-999,"Pale Free-tailed Bat",-999,-999,-999,7.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",4311,"Chaerephon gallagheri",1,1,0.025408238,"Mammalia","Chiroptera","Molossidae","Chaerephon","gallagheri",-999,"Gallagher's Free-tailed Bat",-999,-999,-999,8.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",4312,"Chaerephon jobensis",1,1,0.48004212,"Mammalia","Chiroptera","Molossidae","Chaerephon","jobensis",-999,"Northern Mastiff Bat",-999,-999,-999,20.71,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",136393,"Chaerephon jobimena",1,1,0.00010775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",4313,"Chaerephon johorensis",1,1,0.00114349,"Mammalia","Chiroptera","Molossidae","Chaerephon","johorensis",-999,"Northern Free-tailed Bat",-999,-999,-999,15.69,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",4314,"Chaerephon major",1,1,108.0286268,"Mammalia","Chiroptera","Molossidae","Chaerephon","major",-999,"Lappet-eared Free-tailed Bat",-999,1,-999,15.17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",4315,"Chaerephon nigeriae",1,1,234.9654514,"Mammalia","Chiroptera","Molossidae","Chaerephon","nigeriae",-999,"Nigerian Free-tailed Bat",-999,-999,-999,20.14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",4316,"Chaerephon plicatus",1,1,10.31461919,"Mammalia","Chiroptera","Molossidae","Chaerephon","plicatus",-999,"Wrinkle-lipped Free-tailed Bat",-999,0.99,2,21.83,-999,88.64,-999,4.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",4317,"Chaerephon pumilus",1,1,0.025408238,"Mammalia","Chiroptera","Molossidae","Chaerephon","pumilus",-999,"Little Free-tailed Bat",140.97,1,3,10.98,5,62.57,24.5,3.63,-999,-999,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,9.5,-999,-999,3.629,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",4319,"Chaerephon russatus",1,1,0.025408238,"Mammalia","Chiroptera","Molossidae","Chaerephon","russatus",-999,"Russet Free-tailed Bat",-999,0.99,-999,16.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
