"","id_no","binomial","presence","origin","shape_Area","class","order","family","genus","species","subspecies","common_name","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","egg_mass_g","incubation_d","fledging_age_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","egg_width_mm","egg_length_mm","fledging_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d","syn_name1","syn_name_sub1","syn_name2","syn_name_sub2","syn_name3","syn_name_sub3","syn_name4","syn_name_sub4","syn_name5","syn_name_sub5","syn_name6","syn_name_sub6"
"3872",41210,"Praomys degraaffi",1,1,0.01269638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3873",18114,"Praomys delectorum",1,1,0.18433147,"Mammalia","Rodentia","Muridae","Praomys","delectorum",-999,"East African Praomys",74.2,3.5,4,36.97,5.2,24.3488,25,2.7,10.5,-999,-999,-999,5.183333333,75,0.065708419,-999,-999,-999,-999,-999,-999,12.079,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3874",45095,"Praomys derooi",1,1,25.23308849,"Mammalia","Rodentia","Muridae","Praomys","derooi",-999,"Deroo's Praomys",-999,3.625,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12.4,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3875",18113,"Praomys hartwigi",1,1,0.63795443,"Mammalia","Rodentia","Muridae","Praomys","hartwigi",-999,"Hartwig's Praomys",-999,3.49,-999,38.86,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12.75,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3876",18115,"Praomys jacksoni",1,1,10.57724275,"Mammalia","Rodentia","Muridae","Praomys","jacksoni",-999,"Jackson's Praomys",74.2,3.5,4,37.1,5.2,24.3488,25,2.7,10.5,-999,-999,-999,5.183333333,75,0.065708419,-999,-999,-999,-999,-999,-999,12.079,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3877",45089,"Praomys lukolelae",1,1,16.978154,"Mammalia","Rodentia","Muridae","Praomys","lukolelae",-999,"Lukolela Praomys",81.87284,3.5,4,37.035,5.2,24,24.95752,2.7,10.5,-999,-999,-999,5.2,75,0.065708419,-999,-999,-999,-999,-999,-999,12.079,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3878",18116,"Praomys minor",1,1,0.21873541,"Mammalia","Rodentia","Muridae","Praomys","minor",-999,"Least Praomys",74.2,3.5,4,37.1,5.2,24.3488,25,2.7,10.5,-999,-999,-999,5.183333333,75,0.065708419,-999,-999,-999,-999,-999,-999,12.079,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3879",18117,"Praomys misonnei",1,1,11.71396636,"Mammalia","Rodentia","Muridae","Praomys","misonnei",-999,"Misonne's Praomys",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,14,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3880",18118,"Praomys morio",1,1,0.037020235,"Mammalia","Rodentia","Muridae","Praomys","morio",-999,"Cameroon Praomys",86.11772,3.305,-999,31.365,-999,33.82172,29.68992,2.69,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12.75,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3881",18119,"Praomys mutoni",1,1,0.025388105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3882",41211,"Praomys obscurus",1,1,0.25555832,"Mammalia","Rodentia","Muridae","Praomys","obscurus",-999,"Gotel Mountain Praomys",-999,3.49,-999,38.86,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12.75,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3883",45072,"Praomys petteri",1,1,15.02548646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3884",18120,"Praomys rostratus",1,1,44.82497398,"Mammalia","Rodentia","Muridae","Praomys","rostratus",-999,"West African Praomys",81.87284,3.5,4,36.97,5.2,24,24.95752,2.7,10.5,-999,-999,-999,5.2,75,0.065708419,-999,-999,-999,-999,-999,-999,12.079,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3885",18121,"Praomys tullbergi",1,1,72.21346637,"Mammalia","Rodentia","Muridae","Praomys","tullbergi",-999,"Tullberg's Praomys",81.87284,3.5,4,36.97,5.2,24,24.95752,2.7,10.5,-999,-999,-999,5.2,75,0.065708419,-999,-999,-999,-999,-999,-999,12.079,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3886",45090,"Praomys verschureni",1,1,27.62334724,"Mammalia","Rodentia","Muridae","Praomys","verschureni",-999,"Verschuren's Praomys",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3887",39803,"Presbytis chrysomelas",1,1,1.138164166,"Mammalia","Primates","Cercopithecidae","Presbytis","chrysomelas",-999,"Sarawak Surili",-999,1,-999,6466.75,20.70833333,-999,-999,-999,-999,-999,-999,-999,18,-999,-999,6380,6568,-999,-999,-999,-999,51.5,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3888",18125,"Presbytis comata",1,1,0.030173843,"Mammalia","Primates","Cercopithecidae","Presbytis","comata",-999,"Javan Surili",-999,1.005,-999,6550.07,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6800,-999,-999,-999,-999,-999,56,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3889",18126,"Presbytis femoralis",1,1,0.044969901,"Mammalia","Primates","Cercopithecidae","Presbytis","femoralis",-999,"Banded Surili",-999,1,-999,6466.75,20.70833333,-999,-999,-999,-999,-999,-999,-999,18,-999,-999,6380,6568,-999,-999,-999,-999,51.5,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3890",18127,"Presbytis frontata",1,1,21.23879692,"Mammalia","Primates","Cercopithecidae","Presbytis","frontata",-999,"White-fronted Langur",-999,-999,-999,5855.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5670,5557,-999,-999,-999,-999,56,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3891",18128,"Presbytis hosei",1,1,5.006540779,"Mammalia","Primates","Cercopithecidae","Presbytis","hosei",-999,"Hose's Langur",-999,-999,-999,6277.78,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6473,6143,-999,-999,-999,-999,61,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3892",18129,"Presbytis melalophos",1,1,9.332954308,"Mammalia","Primates","Cercopithecidae","Presbytis","melalophos",-999,"Sumatran Surili",-999,1,-999,6466.75,20.70833333,-999,-999,-999,-999,-999,-999,-999,18,-999,-999,6380,6568,-999,-999,-999,-999,51.5,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3893",136500,"Presbytis natunae",1,1,0.133840721,"Mammalia","Primates","Cercopithecidae","Presbytis","natunae",-999,"Natuna Island Surili",-999,1,-999,6460,20.70833333,-999,-999,-999,-999,-999,-999,-999,16,-999,-999,6380,6568,-999,-999,-999,-999,51.25,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3894",18130,"Presbytis potenziani",1,1,0.050944884,"Mammalia","Primates","Cercopithecidae","Presbytis","potenziani",-999,"Mentawai Langur",-999,1.01,-999,6400,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6407,5939,-999,-999,-999,-999,56,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3895",18131,"Presbytis rubicunda",1,1,5.460597262,"Mammalia","Primates","Cercopithecidae","Presbytis","rubicunda",-999,"Maroon Leaf-Monkey",-999,1.005,-999,6324.265,7.316666667,-999,-999,-999,-999,-999,-999,-999,7.316666667,-999,-999,6829,6338,-999,-999,-999,-999,55.4995,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3896",18134,"Presbytis siamensis",1,1,0.095392406,"Mammalia","Primates","Cercopithecidae","Presbytis","siamensis",-999,"White-thighed Surili",-999,1,-999,6460,20.70833333,-999,-999,-999,-999,-999,-999,-999,16,-999,-999,6380,6568,-999,-999,-999,-999,51.25,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3897",18132,"Presbytis thomasi",1,1,4.929254877,"Mammalia","Primates","Cercopithecidae","Presbytis","thomasi",-999,"Thomas's Langur",-999,1.005,-999,6689.99,12.225,-999,-999,-999,-999,-999,-999,-999,12.225,-999,-999,6788,6766,-999,-999,-999,-999,56,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3898",18144,"Priodontes maximus",1,1,795.4277506,"Mammalia","Cingulata","Dasypodidae","Priodontes","maximus",-999,"Giant Armadillo",320,1.5,-999,45190,15,122,35,113,-999,-999,-999,-999,14,320,-999,-999,-999,45190,-999,-999,-999,93.7495,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3899",18146,"Prionailurus bengalensis",1,1,0.037524134,"Mammalia","Carnivora","Felidae","Prionailurus","bengalensis",-999,"Leopard Cat",563.67472,2.5,1.64,4150,17.3,66.04612,44.74092,93.86,620,-999,-999,-999,15,-999,0.449774127,-999,-999,-999,-999,-999,-999,87.6615,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3900",18148,"Prionailurus planiceps",1,1,12.11443391,"Mammalia","Carnivora","Felidae","Prionailurus","planiceps",-999,"Flat-headed Cat",-999,-999,-999,5141.88,14.30833333,56,-999,-999,-999,-999,-999,-999,14.15416667,-999,-999,-999,-999,-999,-999,-999,-999,48.37,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3901",18149,"Prionailurus rubiginosus",1,1,4.303571145,"Mammalia","Carnivora","Felidae","Prionailurus","rubiginosus",-999,"Rusty-Spotted Cat",-999,2.23,-999,1350,17.9,67.93614,-999,-999,-999,-999,-999,-999,17.88333333,-999,-999,-999,-999,-999,-999,-999,-999,44.2995,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3902",18150,"Prionailurus viverrinus",1,1,1.295076127,"Mammalia","Carnivora","Felidae","Prionailurus","viverrinus",-999,"Fishing Cat",-999,2,-999,10650,17.2,71.43,135.96,170,-999,-999,-999,-999,17.13333333,-999,-999,-999,-999,-999,-999,-999,-999,81.8835,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3903",41705,"Prionodon linsang",1,1,59.57905775,"Mammalia","Carnivora","Viverridae","Prionodon","linsang",-999,"Banded Linsang",-999,2.15,1.56,691.415,12.64166667,-999,-999,40,-999,-999,-999,-999,10.7,-999,0.499657769,-999,-999,-999,-999,-999,-999,42.4585,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3904",41706,"Prionodon pardicolor",1,1,1.839859735,"Mammalia","Carnivora","Viverridae","Prionodon","pardicolor",-999,"Spotted Linsang",-999,2,1.56,2821.34,13.475,-999,-999,-999,-999,-999,-999,-999,13.475,-999,0.499657769,-999,-999,-999,-999,-999,-999,35.319,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3905",18164,"Prionomys batesi",1,1,13.0873171,"Mammalia","Rodentia","Nesomyidae","Prionomys","batesi",-999,"Dollman's African Tree Mouse",-999,-999,-999,12.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3906",18232,"Procapra gutturosa",1,1,81.68625849,"Mammalia","Artiodactyla","Bovidae","Procapra","gutturosa",-999,"Mongolian Gazelle",532.63,1.33,1.05,28274.27,12.05833333,189.94,38.97,2900,-999,-999,-999,-999,7,-999,0.999315537,-999,-999,-999,-999,-999,-999,136.164,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3907",18231,"Procapra picticaudata",1,1,234.3180947,"Mammalia","Artiodactyla","Bovidae","Procapra","picticaudata",-999,"Tibetan Gazelle",-999,1,-999,23197.67,5.6,175.03,-999,-999,-999,-999,-999,-999,5.5875,-999,-999,-999,-999,14500,-999,-999,-999,98,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3908",18230,"Procapra przewalskii",1,1,0.007375205,"Mammalia","Artiodactyla","Bovidae","Procapra","przewalskii",-999,"Przewalski's Gazelle",-999,1,-999,25348.83,5.6,175.03,-999,-999,-999,-999,-999,-999,5.5875,-999,-999,-999,-999,16500,-999,-999,-999,98,-999,-999,-999,-999,-999,-999,730.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3909",41766,"Procavia capensis",1,1,1328.970885,"Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",-999,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,-999,-999,-999,14,500,0.999315537,-999,2025,2458,-999,-999,-999,50.8685,-999,-999,19.15,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3911",40015,"Procolobus gordonorum",1,1,0.478161543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3912",39992,"Procolobus kirkii",1,3,0.001539531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3916",18245,"Procolobus verus",1,1,0.098079085,"Mammalia","Primates","Cercopithecidae","Procolobus","verus",-999,"Olive Colobus",-999,1.01,-999,3977.86,-999,167.84,-999,-999,-999,-999,-999,-999,-999,-999,-999,4218,4637,-999,-999,-999,-999,47.4995,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3917",41685,"Procyon cancrivorus",1,1,6.535296709,"Mammalia","Carnivora","Procyonidae","Procyon","cancrivorus",-999,"Crab-eating Raccoon",498.185,2.75,-999,6270,19,66.175,111.36,70.5,-999,-999,-999,-999,16.48333333,365,-999,-999,-999,1160,-999,-999,-999,60.143,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3918",41686,"Procyon lotor",1,1,4.779327405,"Mammalia","Carnivora","Procyonidae","Procyon","lotor",-999,"Raccoon",365,3.39,1,5075,21,63.91434,91,80,1175,-999,-999,-999,20.58333333,365,0.999315537,-999,5130,4842.2,-999,-999,-999,60,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3919",18267,"Procyon pygmaeus",1,1,0.04227067,"Mammalia","Carnivora","Procyonidae","Procyon","pygmaeus",-999,"Cozumel Raccoon",-999,-999,-999,2958.03,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3146,3812.8,-999,-999,-999,-999,51.355,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3920",18275,"Proechimys brevicauda",1,1,120.0660894,"Mammalia","Rodentia","Echimyidae","Proechimys","brevicauda",-999,"Short-tailed Spiny-rat",147.6146,2.4,-999,285,6.8,63.9156,28.60984,24.7,-999,-999,-999,-999,6.733333333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3921",18276,"Proechimys canicollis",1,1,2.694302276,"Mammalia","Rodentia","Echimyidae","Proechimys","canicollis",-999,"Colombian Spiny-rat",-999,-999,-999,312.57,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3922",18278,"Proechimys chrysaeolus",1,1,0.011456374,"Mammalia","Rodentia","Echimyidae","Proechimys","chrysaeolus",-999,"Boyaca Spiny Rat",147.6146,2.4,-999,320.745,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3923",18279,"Proechimys cuvieri",1,1,284.9117935,"Mammalia","Rodentia","Echimyidae","Proechimys","cuvieri",-999,"Cuvier's Spiny-rat",-999,-999,-999,339.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3924",18280,"Proechimys decumanus",1,1,2.499508565,"Mammalia","Rodentia","Echimyidae","Proechimys","decumanus",-999,"Pacific Spiny-rat",147.6146,2.4,-999,320.745,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3925",29463,"Proechimys echinothrix",1,1,22.5793653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3926",29466,"Proechimys gardneri",1,1,29.06908697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3927",18282,"Proechimys goeldii",1,1,84.26271382,"Mammalia","Rodentia","Echimyidae","Proechimys","goeldii",-999,"Goeldi's Spiny-rat",147.6146,2.4,-999,320.745,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3928",18284,"Proechimys guairae",1,1,0.001124621,"Mammalia","Rodentia","Echimyidae","Proechimys","guairae",-999,"Guaira Spiny-rat",85.2208,2.79,4.4,350,7,63.61124,22.21828,24.7,-999,-999,-999,-999,5.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3929",18277,"Proechimys guyannensis",1,1,121.9201965,"Mammalia","Rodentia","Echimyidae","Proechimys","guyannensis",-999,"Guyenne Spiny-rat",146.1023,2.28,2.61,335.265,4.8,63.6628,28.30492,24.7,-999,-999,-999,-999,3.5,-999,0.180698152,-999,-999,-999,-999,-999,-999,22.016,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3930",18287,"Proechimys hoplomyoides",1,1,24.48063693,"Mammalia","Rodentia","Echimyidae","Proechimys","hoplomyoides",-999,"Guyanan Spiny-rat",147.6146,2.4,-999,320.745,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3931",29464,"Proechimys kulinae",1,1,7.071650827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3932",18289,"Proechimys longicaudatus",1,1,114.4943037,"Mammalia","Rodentia","Echimyidae","Proechimys","longicaudatus",-999,"Long-tailed Spiny-rat",147.6146,2.4,-999,280.75,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3933",18290,"Proechimys magdalenae",1,1,0.003934946,"Mammalia","Rodentia","Echimyidae","Proechimys","magdalenae",-999,"Magdalena Spiny Rat",147.6146,2.4,-999,320.745,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3934",18291,"Proechimys mincae",1,1,0.03232465,"Mammalia","Rodentia","Echimyidae","Proechimys","mincae",-999,"Minca Spiny Rat",147.6146,2.4,-999,320.745,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3935",18293,"Proechimys oconnelli",1,1,1.853158187,"Mammalia","Rodentia","Echimyidae","Proechimys","oconnelli",-999,"O'Connell's Spiny-rat",146.8073,2.535,4.68,427.25,5.8,63.9578,24.95752,23.85,-999,-999,-999,-999,4.8,146,-999,-999,-999,498,-999,-999,-999,26.4655,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3936",29465,"Proechimys pattoni",1,1,13.02762109,"Mammalia","Rodentia","Echimyidae","Proechimys","pattoni",-999,"Patton's Spiny-rat",147.6146,2.4,-999,356.5,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3937",18295,"Proechimys poliopus",1,1,1.09561137,"Mammalia","Rodentia","Echimyidae","Proechimys","poliopus",-999,"Gray-footed Spiny-rat",147.6146,2.4,-999,320.745,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3938",18296,"Proechimys quadruplicatus",1,1,121.8457237,"Mammalia","Rodentia","Echimyidae","Proechimys","quadruplicatus",-999,"Napo Spiny-rat",147.6146,2.4,-999,320.745,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3939",18294,"Proechimys roberti",1,1,140.0592064,"Mammalia","Rodentia","Echimyidae","Proechimys","roberti",-999,"Roberto's Spiny-rat",147.6146,2.4,-999,284.99,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3940",18297,"Proechimys semispinosus",1,1,28.61684706,"Mammalia","Rodentia","Echimyidae","Proechimys","semispinosus",-999,"Tome's Spiny-rat",146.8073,2.535,4.68,498,5.8,63.9578,24.95752,23.85,-999,-999,-999,-999,4.8,146,-999,-999,-999,498,-999,-999,-999,26.4655,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3941",18299,"Proechimys simonsi",1,1,159.0120229,"Mammalia","Rodentia","Echimyidae","Proechimys","simonsi",-999,"Simon's Spiny-rat",147.6146,2.4,-999,320.745,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3942",18300,"Proechimys steerei",1,1,137.3849618,"Mammalia","Rodentia","Echimyidae","Proechimys","steerei",-999,"Steere's Spiny-rat",147.6146,2.4,-999,284.99,3.5,63.9156,28.60984,24.7,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
